,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
1133,Hacienda Monasterio,Cosecha,2014.0,4.3,2990,Ribera del Duero,75.9,41.66575665,-3.686329463971761
1134,Emilio Moro,Malleolus,2017.0,4.3,2936,Ribera del Duero,38.05,41.66575665,-3.686329463971761
1135,Muga,Prado Enea Gran Reserva,2009.0,4.3,2923,Rioja,40.4,42.2814642,-2.482804975070473
1136,Familia Torres,Mas La Plana Cabernet Sauvignon,2013.0,4.3,2911,Penedes,63.33,33.4742351,-117.627579
1137,Aalto,Tinto,2012.0,4.3,2844,Ribera del Duero,26.9,41.66575665,-3.686329463971761
1138,Hacienda Monasterio,Cosecha,2015.0,4.3,2783,Ribera del Duero,34.95,41.66575665,-3.686329463971761
1139,Pago de Los Capellanes,Crianza Tinto,2018.0,4.3,2705,Ribera del Duero,24.5,41.66575665,-3.686329463971761
1140,Pintia,Toro,2007.0,4.3,2575,Toro,93.5,41.5216963,-5.3939824
1141,Bodega Numanthia,Numanthia,2012.0,4.3,2453,Toro,99.9,41.5216963,-5.3939824
1142,R. Lopez de Heredia,Vina Tondonia Reserva,2009.0,4.3,2423,Rioja,35.09,42.2814642,-2.482804975070473
1143,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014.0,4.3,2341,Rioja,36.8,42.2814642,-2.482804975070473
1144,Pago de Los Capellanes,Reserva Tinto,2015.0,4.3,2295,Ribera del Duero,80.35,41.66575665,-3.686329463971761
1145,Bodega Numanthia,Numanthia,2014.0,4.3,2241,Toro,46.0,41.5216963,-5.3939824
1146,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015.0,4.3,2241,Rioja,50.41,42.2814642,-2.482804975070473
1147,Pintia,Toro,2009.0,4.3,2062,Toro,150.0,41.5216963,-5.3939824
1148,Matsu,El Viejo,2016.0,4.3,2013,Toro,33.95,41.5216963,-5.3939824
1149,Pago de Los Capellanes,Reserva Tinto,2014.0,4.3,1924,Ribera del Duero,48.6377226796774,41.66575665,-3.686329463971761
1150,Tomas Postigo,3er Ano Ribera del Duero Tinto,2016.0,4.3,1914,Ribera del Duero,27.29,41.66575665,-3.686329463971761
1151,Aalto,Tinto,2016.0,4.3,1884,Ribera del Duero,65.9,41.66575665,-3.686329463971761
1152,Bodegas San Roman,Tinto,2015.0,4.3,1846,Toro,33.66,41.5216963,-5.3939824
1153,Bodegas San Roman,Tinto,2012.0,4.3,1824,Toro,190.0,41.5216963,-5.3939824
1154,Familia Torres,Mas La Plana Cabernet Sauvignon,2015.0,4.3,1797,Penedes,55.0,33.4742351,-117.627579
1155,Bodegas San Roman,Tinto,2016.0,4.3,1749,Toro,26.9,41.5216963,-5.3939824
1156,Bodega Numanthia,Numanthia,2015.0,4.3,1743,Toro,36.9,41.5216963,-5.3939824
1157,Bodegas Valduero,Ribera del Duero Una Cepa I,2015.0,4.3,1645,Ribera del Duero,25.95,41.66575665,-3.686329463971761
1158,Pago de Los Capellanes,Reserva Tinto,2016.0,4.3,1638,Ribera del Duero,34.5,41.66575665,-3.686329463971761
1159,Imperial,Rioja Gran Reserva,2012.0,4.3,1615,Rioja,47.9,42.2814642,-2.482804975070473
1160,Alto Moncayo,Garnacha,2014.0,4.3,1544,Campo de Borja,36.94,41.78654145,-1.5058322706803928
1161,La Rioja Alta,Rioja Gran Reserva 904,1998.0,4.3,1528,Rioja,75.0,42.2814642,-2.482804975070473
1162,La Rioja Alta,Vina Arana Gran Reserva,2014.0,4.3,1525,Rioja,24.9,42.2814642,-2.482804975070473
1163,Remirez de Ganuza,Rioja Reserva,2006.0,4.3,1493,Rioja,58.0,42.2814642,-2.482804975070473
1164,La Rioja Alta,Vina Arana Gran Reserva,2012.0,4.3,1471,Rioja,32.55,42.2814642,-2.482804975070473
1165,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018.0,4.3,1465,Ribera del Duero,26.9,41.66575665,-3.686329463971761
1167,Marques de Vargas,Reserva Privada Rioja,2014.0,4.3,1367,Rioja,37.9,42.2814642,-2.482804975070473
1168,Bodegas Valduero,Ribera del Duero Una Cepa I,2014.0,4.3,1362,Ribera del Duero,46.95,41.66575665,-3.686329463971761
1169,Bodegas Roda,Roda I Reserva Rioja,2008.0,4.3,1330,Rioja,39.22,42.2814642,-2.482804975070473
1170,Luis Canas,Reserva Seleccion de la Familia,2016.0,4.3,1282,Rioja,18.5,42.2814642,-2.482804975070473
1172,Vinicola Real,200 Monges Rioja Reserva,2010.0,4.3,1230,Rioja,35.0,42.2814642,-2.482804975070473
1173,Tinto Pesquera,Reserva,2016.0,4.3,1230,Ribera del Duero,26.7597646010531,41.66575665,-3.686329463971761
1174,Belondrade,Belondrade y Lurton,2015.0,4.3,1230,Rueda,32.7,41.4129785,-4.9597533
1175,Ossian,Vinas Viejas Verdejo,2016.0,4.3,1181,Castilla y Leon,49.0,41.8037172,-4.7471726
1176,Teso La Monja,Victorino,2014.0,4.3,1178,Toro,38.0,41.5216963,-5.3939824
1177,Garmon,Ribera del Duero,2016.0,4.3,1119,Ribera del Duero,33.59,41.66575665,-3.686329463971761
1178,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011.0,4.3,1118,Rioja,94.95,42.2814642,-2.482804975070473
1179,Marques de Caceres,Gaudium,2012.0,4.3,1116,Rioja,36.91,42.2814642,-2.482804975070473
1180,Volver,Triga,2014.0,4.3,1114,Alicante,30.67,38.3436365,-0.4881708
1181,Vinedos de Paganos,El Puntido,2014.0,4.3,1067,Rioja,86.15,42.2814642,-2.482804975070473
1183,Luis Canas,Reserva Seleccion de la Familia,2014.0,4.3,1022,Rioja,17.07,42.2814642,-2.482804975070473
1184,Pago de Los Capellanes,Crianza Tinto,2019.0,4.3,1011,Ribera del Duero,19.45,41.66575665,-3.686329463971761
1185,Marques de Riscal,Rioja Gran Reserva,2013.0,4.3,995,Rioja,39.9,42.2814642,-2.482804975070473
1186,Tresmano - Tr3smano,Vendimia,2016.0,4.3,930,Ribera del Duero,28.65,41.66575665,-3.686329463971761
1187,Vinedos de Paganos,El Puntido,2015.0,4.3,929,Rioja,33.82,42.2814642,-2.482804975070473
1188,Marques de Murrieta,Dalmau Rioja,2012.0,4.3,916,Rioja,67.95,42.2814642,-2.482804975070473
1189,Marques de Murrieta,Dalmau Rioja,2013.0,4.3,912,Rioja,60.95,42.2814642,-2.482804975070473
1190,Marques de Vargas,Gran Reserva Rioja,2011.0,4.3,901,Rioja,35.01,42.2814642,-2.482804975070473
1191,Muga,Torre Muga,2011.0,4.3,900,Rioja,69.95,42.2814642,-2.482804975070473
1192,Ossian,Vinas Viejas Verdejo,2018.0,4.3,885,Castilla y Leon,28.18,41.8037172,-4.7471726
1193,Teso La Monja,Victorino,2013.0,4.3,878,Toro,34.22,41.5216963,-5.3939824
1194,Imperial,Rioja Gran Reserva,2014.0,4.3,835,Rioja,49.75,42.2814642,-2.482804975070473
1195,Ferrer Bobet,Priorat Vinyes Velles,2016.0,4.3,828,Priorato,33.95,44.8741121,10.1628956
1196,La Vicalanda,Reserva,2014.0,4.3,818,Rioja,21.5,42.2814642,-2.482804975070473
1197,Alvaro Palacios,Finca Dofi,2012.0,4.3,814,Priorato,80.0,44.8741121,10.1628956
1198,Senorio de San Vicente,San Vicente Rioja,2014.0,4.3,811,Rioja,36.0,42.2814642,-2.482804975070473
1199,Imperial,Rioja Reserva,2017.0,4.3,799,Rioja,25.45,42.2814642,-2.482804975070473
1200,La Rioja Alta,Vina Ardanza Reserva,2010.0,4.3,783,Rioja,17.16,42.2814642,-2.482804975070473
1201,Pintia,Toro,2004.0,4.3,760,Toro,116.9,41.5216963,-5.3939824
1202,Vinicola Real,200 Monges Rioja Reserva,2009.0,4.3,760,Rioja,39.5,42.2814642,-2.482804975070473
1203,Vinedos de Paganos,El Puntido Gran Reserva,2006.0,4.3,754,Rioja,40.0,42.2814642,-2.482804975070473
1204,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012.0,4.3,749,Rioja,39.78,42.2814642,-2.482804975070473
1205,Anima Negra,An,2017.0,4.3,740,Mallorca,39.98,39.613432,2.880353635614984
1206,Muga,Torre Muga,2014.0,4.3,728,Rioja,69.9,42.2814642,-2.482804975070473
1207,Senorio de San Vicente,San Vicente Rioja,2007.0,4.3,724,Rioja,77.7,42.2814642,-2.482804975070473
1208,Clos Mogador,Priorat,2009.0,4.3,723,Priorato,95.0,44.8741121,10.1628956
1209,Bodegas Vilano,La Baraja,2016.0,4.3,716,Ribera del Duero,24.9,41.66575665,-3.686329463971761
1210,Bodegas San Roman,Tinto,2018.0,4.3,693,Toro,25.9,41.5216963,-5.3939824
1211,Castillo Perelada,Finca Malaveina,2017.0,4.3,687,Emporda,22.5,42.1893929,3.077661284375413
1212,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014.0,4.3,685,Rioja,50.0,42.2814642,-2.482804975070473
1213,Remelluri,Granja Gran Reserva Rioja,2009.0,4.3,682,Rioja,57.8,42.2814642,-2.482804975070473
1214,Marques de Riscal,Reserva XR,2016.0,4.3,676,Rioja,21.24,42.2814642,-2.482804975070473
1215,Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006.0,4.3,675,Ribera del Duero,70.0,41.66575665,-3.686329463971761
1216,Enate,Chardonnay Fermentado en Barrica,2019.0,4.3,674,Somontano,15.75,42.0883878,0.09940412890672314
1217,Ordonez,Vatan Tinta de Toro,2016.0,4.3,665,Toro,26.0,41.5216963,-5.3939824
1218,Lan,A Mano Rioja,2016.0,4.3,663,Rioja,25.8208254922442,42.2814642,-2.482804975070473
1219,Marques de Riscal,Baron de Chirel Rioja Reserva,2014.0,4.3,661,Rioja,62.95,42.2814642,-2.482804975070473
1220,Volver,Alicante Bouschet by Tarima,2017.0,4.3,658,Alicante,17.15,38.3436365,-0.4881708
1221,Arzuaga,Reserva Ribera del Duero,2014.0,4.3,641,Ribera del Duero,33.9,41.66575665,-3.686329463971761
1222,Alvaro Palacios,Finca Dofi,2011.0,4.3,613,Priorato,80.0,44.8741121,10.1628956
1223,Alvaro Palacios,Finca Dofi,2013.0,4.3,605,Priorato,80.0,44.8741121,10.1628956
1224,Enate,Chardonnay Fermentado en Barrica,2018.0,4.3,603,Somontano,16.9,42.0883878,0.09940412890672314
1225,Garmon,Ribera del Duero,2017.0,4.3,598,Ribera del Duero,40.92,41.66575665,-3.686329463971761
1226,Clos Mogador,Priorat,2008.0,4.3,592,Priorato,95.0,44.8741121,10.1628956
1228,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011.0,4.3,582,Rias Baixas,30.887605,42.3533841,-7.8778072
1229,Carmelo Rodero,Ribera del Duero TSM,2019.0,4.3,577,Ribera del Duero,67.5,41.66575665,-3.686329463971761
1230,Abadia Retuerta,Pago Valdebellon,2015.0,4.3,569,Sardon de Duero,67.45,41.6085193,-4.4339323
1231,Figuero,Vinas Viejas,2016.0,4.3,567,Ribera del Duero,16.5,41.66575665,-3.686329463971761
1232,Lan,A Mano Rioja,2012.0,4.3,559,Rioja,30.71,42.2814642,-2.482804975070473
1233,Dominio de Atauta,Dominio de Atauta,2017.0,4.3,556,Ribera del Duero,25.25,41.66575665,-3.686329463971761
1234,Protos,Gran Reserva,2014.0,4.3,553,Ribera del Duero,41.95,41.66575665,-3.686329463971761
1235,Dominio de Cair,Tierras de Cair Reserva,2012.0,4.3,535,Ribera del Duero,38.3,41.66575665,-3.686329463971761
1236,Carmelo Rodero,Crianza,2019.0,4.3,533,Ribera del Duero,19.95,41.66575665,-3.686329463971761
1237,Protos,Seleccion Finca el Grajo Viejo,2014.0,4.3,530,Ribera del Duero,59.87,41.66575665,-3.686329463971761
1238,Familia Torres,Perpetual,2016.0,4.3,530,Priorato,63.5,44.8741121,10.1628956
1239,Clos Erasmus,Laurel,2017.0,4.3,527,Priorato,46.88,44.8741121,10.1628956
1240,Clos Mogador,Priorat,2006.0,4.3,527,Priorato,95.0,44.8741121,10.1628956
1241,Alvaro Palacios,Finca Dofi,2017.0,4.3,522,Priorato,99.9,44.8741121,10.1628956
1242,Teso La Monja,Victorino,2011.0,4.3,517,Toro,47.01,41.5216963,-5.3939824
1243,Dominio de Cair,Seleccion La Aguilera,2016.0,4.3,511,Ribera del Duero,15.9,41.66575665,-3.686329463971761
1244,Torre de Ona,Finca Martelo,2015.0,4.3,512,Rioja,21.15,42.2814642,-2.482804975070473
1245,Ferrer Bobet,Priorat Vinyes Velles,2011.0,4.3,501,Priorato,49.9,44.8741121,10.1628956
1246,Remirez de Ganuza,Rioja Blanco,2018.0,4.3,495,Rioja,23.83,42.2814642,-2.482804975070473
1248,Vinedos de Paganos,El Puntido,2016.0,4.3,474,Rioja,33.0,42.2814642,-2.482804975070473
1249,Abadia Retuerta,Pago Negralada,2015.0,4.3,474,Sardon de Duero,67.82,41.6085193,-4.4339323
1250,Ramon Bilbao,Mirto,2014.0,4.3,473,Rioja,48.34,42.2814642,-2.482804975070473
1251,Muga,Torre Muga,2005.0,4.3,468,Rioja,99.9,42.2814642,-2.482804975070473
1252,Alvaro Palacios,Vi de Vila Gratallops,2017.0,4.3,463,Priorato,54.9,44.8741121,10.1628956
1253,Martinet,Clos Martinet,2005.0,4.3,461,Priorato,116.05,44.8741121,10.1628956
1254,Alvaro Palacios,Vi de Vila Gratallops,2016.0,4.3,461,Priorato,48.75,44.8741121,10.1628956
1255,Alion,Ribera del Duero,2000.0,4.3,456,Ribera del Duero,98.0,41.66575665,-3.686329463971761
1257,Contino,Rioja Gran Reserva,2015.0,4.3,453,Rioja,40.45,42.2814642,-2.482804975070473
1258,Bodegas Roda,Roda Reserva Rioja,2004.0,4.3,452,Rioja,81.35,42.2814642,-2.482804975070473
1260,Ossian,Vinas Viejas Verdejo,2017.0,4.3,449,Castilla y Leon,42.0,41.8037172,-4.7471726
1261,Monte Real,Gran Reserva,1998.0,4.3,445,Rioja,34.9,42.2814642,-2.482804975070473
1262,Hacienda Monasterio,Reserva,2013.0,4.3,431,Ribera del Duero,53.95,41.66575665,-3.686329463971761
1263,Remirez de Ganuza,Rioja Vina Coqueta,2008.0,4.3,429,Rioja,56.7603202298046,42.2814642,-2.482804975070473
1264,Protos,Seleccion Finca el Grajo Viejo,2010.0,4.3,427,Ribera del Duero,62.74,41.66575665,-3.686329463971761
1266,Pintia,Toro,2003.0,4.3,422,Toro,107.0,41.5216963,-5.3939824
1267,Marques de Murrieta,Capellania Reserva,2016.0,4.3,422,Rioja,32.33,42.2814642,-2.482804975070473
1268,Llanos Negros,Los Tabaqueros,2006.0,4.3,419,La Palma,21.95,28.6552318,-17.85732234254766
1269,Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016.0,4.3,419,Ribera del Duero,28.85,41.66575665,-3.686329463971761
1270,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998.0,4.3,418,Rioja,160.0,42.2814642,-2.482804975070473
1271,Aster,Finca El Otero,2016.0,4.3,411,Ribera del Duero,26.9,41.66575665,-3.686329463971761
1272,Comenge,Familia Comenge Reserva,2016.0,4.3,410,Ribera del Duero,21.3,41.66575665,-3.686329463971761
1273,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013.0,4.3,405,Rioja,42.0,42.2814642,-2.482804975070473
1274,Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014.0,4.3,407,Ribera del Duero,30.5,41.66575665,-3.686329463971761
1276,Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017.0,4.3,398,Aragon,21.02,41.3787291,-0.7639373
1277,Mustiguillo,Finca Terrerazo,2018.0,4.3,397,El Terrerazo,22.8,39.6222682,-1.2467301
1278,Clos Erasmus,Laurel,2018.0,4.3,397,Priorato,36.57,44.8741121,10.1628956
1279,Alvaro Palacios,Finca Dofi,2009.0,4.3,384,Priorato,85.0,44.8741121,10.1628956
1280,Avancia,Godello,2019.0,4.3,375,Valdeorras,23.4,42.34834155,-6.9659982204038755
1281,Clos Mogador,Priorat,2005.0,4.3,375,Priorato,110.0,44.8741121,10.1628956
1282,Cepa 21,Malabrigo Ribera del Duero,2015.0,4.3,374,Ribera del Duero,53.5,41.66575665,-3.686329463971761
1283,Vinedos de Paganos,El Puntido,2017.0,4.3,371,Rioja,35.95,42.2814642,-2.482804975070473
1284,Morca,Godina Garnacha,2019.0,4.3,370,Campo de Borja,16.25,41.78654145,-1.5058322706803928
1285,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011.0,4.3,370,Ribera del Duero,498.614195,41.66575665,-3.686329463971761
1286,Marques de Tomares,Rioja Gran Reserva,2010.0,4.3,368,Rioja,25.95,42.2814642,-2.482804975070473
1287,Sierra Cantabria,Coleccion Privada,2017.0,4.3,366,Rioja,29.0132184621944,42.2814642,-2.482804975070473
1288,Vall Llach,Porrera Vi de Vila,2012.0,4.3,364,Priorato,40.5,44.8741121,10.1628956
1289,Quinta Sardonia,QS,2014.0,4.3,358,Castilla y Leon,35.85,41.8037172,-4.7471726
1290,Comenge,Don Miguel Comenge Reserva,2011.0,4.3,355,Ribera del Duero,38.4,41.66575665,-3.686329463971761
1291,Abadal,3.9,2017.0,4.3,345,Pla de Bages,20.65,41.7785429,1.8904077
1292,Bodega Numanthia,Numanthia,2016.0,4.3,345,Toro,39.53,41.5216963,-5.3939824
1293,Pago de Vallegarcia,Montes de Toledo Syrah,2018.0,4.3,344,Castilla,25.31,-15.5859786,-72.3617354
1294,Alvaro Palacios,Vi de Vila Gratallops,2018.0,4.3,344,Priorato,53.95,44.8741121,10.1628956
1295,Hermanos Pecina,Finca Iscorta Gran Reserva,2010.0,4.3,334,Rioja,27.0,42.2814642,-2.482804975070473
1296,Abadia Retuerta,Le Domaine Blanco de Guarda,2016.0,4.3,327,Sardon de Duero,36.95,41.6085193,-4.4339323
1297,Biniagual,Finca Biniagual Veran,2017.0,4.3,322,Binissalem-Mallorca,26.5,39.6002717,2.6720865
1298,Breca,Brega Garnacha,2017.0,4.3,317,Calatayud,27.9,41.3527628,-1.6422977
1299,Pintia,Toro,2001.0,4.3,315,Toro,189.45,41.5216963,-5.3939824
1300,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010.0,4.3,312,Rioja,90.0,42.2814642,-2.482804975070473
1301,Abadia Retuerta,Le Domaine Blanco de Guarda,2018.0,4.3,309,Sardon de Duero,34.1,41.6085193,-4.4339323
1302,Pradorey,Elite,2017.0,4.3,301,Ribera del Duero,35.51,41.66575665,-3.686329463971761
1303,Terras Gauda,La Mar,2018.0,4.3,301,Rias Baixas,27.7,42.3533841,-7.8778072
1304,Abadia Retuerta,Pago Garduna,2015.0,4.3,299,Castilla y Leon,75.0,41.8037172,-4.7471726
1306,Teso La Monja,Victorino,2018.0,4.3,298,Toro,35.51,41.5216963,-5.3939824
1307,Ramon Bilbao,Mirto,2015.0,4.3,297,Rioja,33.9,42.2814642,-2.482804975070473
1309,Antidoto,La Hormiga de Antidoto,2018.0,4.3,293,Ribera del Duero,45.0,41.66575665,-3.686329463971761
1310,Alvaro Palacios,Finca Dofi,2018.0,4.3,292,Priorato,84.9,44.8741121,10.1628956
1311,Jaro,Chafandin,2015.0,4.3,290,Ribera del Duero,27.85,41.66575665,-3.686329463971761
1312,Pago de Los Capellanes,Reserva Tinto,2018.0,4.3,287,Ribera del Duero,30.99,41.66575665,-3.686329463971761
1313,Clos Mogador,Nelin Priorat,2016.0,4.3,290,Priorato,36.5,44.8741121,10.1628956
1314,Bodega Tesalia,Arcos de la Frontera,2017.0,4.3,284,Andalucia,25.9,37.3399964,-4.5811614
1315,Pazo de Rubianes,Albarino,2020.0,4.3,281,Rias Baixas,13.75,42.3533841,-7.8778072
1316,Allende,Calvario Rioja,2006.0,4.3,279,Rioja,53.35,42.2814642,-2.482804975070473
1317,Mas d'en Gil,Clos Fonta Priorat,2014.0,4.3,278,Priorato,54.5,44.8741121,10.1628956
1318,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014.0,4.3,275,Rioja,90.15,42.2814642,-2.482804975070473
1319,Godeval,Cepas Vellas Godello,2019.0,4.3,272,Valdeorras,18.48,42.34834155,-6.9659982204038755
1320,Contino,Vina del Olivo,2007.0,4.3,272,Rioja,92.0,42.2814642,-2.482804975070473
1321,Dominio del Bendito,Las Sabias,2017.0,4.3,270,Toro,22.55,41.5216963,-5.3939824
1322,Clos Galena,Galena,2016.0,4.3,264,Priorato,17.95,44.8741121,10.1628956
1323,Alvaro Palacios,Finca Dofi,2010.0,4.3,263,Priorato,85.0,44.8741121,10.1628956
1324,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019.0,4.3,260,Ribera del Duero,26.9,41.66575665,-3.686329463971761
1325,Contino,Vina del Olivo,2011.0,4.3,260,Rioja,63.95,42.2814642,-2.482804975070473
1326,Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015.0,4.3,258,Rioja,12.9,42.2814642,-2.482804975070473
1327,Castell d'Encus,Ekam,2019.0,4.3,257,Costers del Segre,24.61,41.502298249999996,0.8273990115524253
1328,Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009.0,4.3,251,Ribera del Duero,107.74,41.66575665,-3.686329463971761
1329,Martinet,Clos Martinet,2004.0,4.3,249,Priorato,162.5,44.8741121,10.1628956
1330,Ordonez,Vatan Tinta de Toro,2018.0,4.3,247,Toro,33.6,41.5216963,-5.3939824
1331,Enate,Chardonnay Fermentado en Barrica,2020.0,4.3,244,Somontano,16.9,42.0883878,0.09940412890672314
1332,Scala Dei,Masdeu,2013.0,4.3,242,Priorato,84.9,44.8741121,10.1628956
1333,Francisco Barona,Ribera Del Duero,2019.0,4.3,242,Ribera del Duero,30.9,41.66575665,-3.686329463971761
1334,Dominio do Bibei,Lapola,2017.0,4.3,241,Ribeira Sacra,21.8,43.3251858,-8.4398923
1335,Taron,Pantocrator,2010.0,4.3,241,Rioja Alta,19.9,42.4157318,-2.87947386168831
1336,Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017.0,4.3,239,Rioja,24.3677926503816,42.2814642,-2.482804975070473
1337,Castillo Perelada,Finca Malaveina,2018.0,4.3,239,Emporda,18.88,42.1893929,3.077661284375413
1338,Orben,Malpuesto,2017.0,4.3,239,Rioja,30.3,42.2814642,-2.482804975070473
1339,Penafiel,Silencio de Miros Ribera Del Duero,2015.0,4.3,239,Ribera del Duero,42.35,41.66575665,-3.686329463971761
1340,Abadia Retuerta,Pago Valdebellon,2014.0,4.3,237,Sardon de Duero,64.5,41.6085193,-4.4339323
1341,Clos Figueras,Clos Figueres,2012.0,4.3,237,Priorato,49.61,44.8741121,10.1628956
1343,Jorge Ordonez,No. 2 Victoria,2017.0,4.3,232,Malaga,21.4,36.7213028,-4.4216366
1344,Ontanon,Queiron Mi Lugar,2018.0,4.3,232,Rioja,21.5,42.2814642,-2.482804975070473
1345,Remelluri,Rioja Blanco,2016.0,4.3,227,Rioja,55.0,42.2814642,-2.482804975070473
1346,Familia Torres,Purgatori Costers del Segre,2018.0,4.3,228,Costers del Segre,27.9,41.502298249999996,0.8273990115524253
1347,Sonsierra,Perfume de Sonsierra,2014.0,4.3,227,Rioja Alta,28.5,42.4157318,-2.87947386168831
1348,Jaro,Chafandin,2011.0,4.3,223,Ribera del Duero,25.65,41.66575665,-3.686329463971761
1349,Artadi,Valdegines,2017.0,4.3,223,Vino de Espana,43.95,42.1771554,-8.4341104
1350,Martinet,Clos Martinet,2017.0,4.3,222,Priorato,60.45,44.8741121,10.1628956
1351,Vins Miquel Gelabert,Chardonnay Roure,2018.0,4.3,221,Pla i Llevant,30.3,39.385214,-0.4479828
1352,Contino,Rioja Graciano,2015.0,4.3,220,Rioja,62.5,42.2814642,-2.482804975070473
1353,Clos Figueras,Clos Figueres,2016.0,4.3,219,Priorato,57.49,44.8741121,10.1628956
1354,Martinet,Clos Martinet,2010.0,4.3,218,Priorato,127.2,44.8741121,10.1628956
1356,Tresmano - Tr3smano,Vendimia,2018.0,4.3,215,Ribera del Duero,34.25,41.66575665,-3.686329463971761
1357,Bodega Tesalia,ARX Arcos de la Frontera,2018.0,4.3,215,Andalucia,15.9,37.3399964,-4.5811614
1358,Losada,La Bienquerida,2017.0,4.3,213,Bierzo,37.35,42.65265025,-6.62318404217132
1359,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012.0,4.3,211,Ribera del Duero,259.0,41.66575665,-3.686329463971761
1360,Chivite,Navarra Reserva Coleccion 125,2015.0,4.3,211,Navarra,20.5,42.61254875,-1.830787673361753
1361,Bodega de Bardos,Suprema 30 Meses,2012.0,4.3,210,Ribera del Duero,24.0,41.66575665,-3.686329463971761
1362,Alvaro Palacios,Finca Dofi,2007.0,4.3,209,Priorato,80.0,44.8741121,10.1628956
1363,Venus la Universal,Venus,2009.0,4.3,207,Montsant,59.55,41.1171253,1.211005
1364,Vall Llach,Porrera Vi de Vila,2016.0,4.3,205,Priorato,50.67,44.8741121,10.1628956
1365,Bodegas Roda,Roda I Reserva Rioja,2001.0,4.3,202,Rioja,91.0,42.2814642,-2.482804975070473
1366,Alvaro Palacios,Finca Dofi,2000.0,4.3,202,Priorato,88.0,44.8741121,10.1628956
1367,Clos Figueras,Clos Figueres,2015.0,4.3,201,Priorato,70.89,44.8741121,10.1628956
1368,Casa Castillo,Pie Franco,2016.0,4.3,200,Jumilla,59.9,38.4735408,-1.3285417
1369,El Grillo y La Luna,Grillo,2012.0,4.3,200,Somontano,32.9,42.0883878,0.09940412890672314
1370,Tridente,Prieto Picudo,2016.0,4.3,198,Castilla y Leon,21.4,41.8037172,-4.7471726
1371,Ferrer Bobet,Seleccio Especial Vinyes Velles,2014.0,4.3,197,Priorato,64.0,44.8741121,10.1628956
1373,Remelluri,Rioja Blanco,2014.0,4.3,196,Rioja,60.25,42.2814642,-2.482804975070473
1374,De Moya,Sofia,2018.0,4.3,195,Valencia,15.9,39.4697065,-0.3763353
1375,Campillo,Finca Cuesta Clara Raro Reserva,2011.0,4.3,194,Rioja,32.0,42.2814642,-2.482804975070473
1376,Artadi,Pagos Viejos,2013.0,4.3,193,Vino de Espana,62.5,42.1771554,-8.4341104
1377,Tomas Postigo,Fermentado En Barrica Blanco,2017.0,4.3,193,Castilla y Leon,24.5,41.8037172,-4.7471726
1378,Martinet,Clos Martinet,2006.0,4.3,192,Priorato,110.0,44.8741121,10.1628956
1379,Mas Doix,Doix,2012.0,4.3,191,Priorato,82.0,44.8741121,10.1628956
1380,Abadia Retuerta,Pago Valdebellon,2010.0,4.3,191,Sardon de Duero,55.0,41.6085193,-4.4339323
1381,Clos d'Agon,Tinto,2014.0,4.3,190,Cataluna,36.5,41.8523094,1.5745043
1382,Abadia Retuerta,Le Domaine Blanco de Guarda,2014.0,4.3,190,Sardon de Duero,123.82,41.6085193,-4.4339323
1383,Martinet,Clos Martinet,2013.0,4.3,189,Priorato,114.6,44.8741121,10.1628956
1384,Artadi,Pagos Viejos,2001.0,4.3,189,Vino de Espana,130.0,42.1771554,-8.4341104
1385,Garmon,Ribera del Duero,2018.0,4.3,188,Ribera del Duero,33.5,41.66575665,-3.686329463971761
1386,Bodegas Valduero,Ribera Del Duero Gran Reserva,2010.0,4.3,187,Ribera del Duero,62.8,41.66575665,-3.686329463971761
1387,Bodegas Mauro,Godello Blanco,2017.0,4.3,186,Bierzo,34.5,42.65265025,-6.62318404217132
1388,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014.0,4.3,184,Ribera del Duero,92.24,41.66575665,-3.686329463971761
1389,Pago de Vallegarcia,Hipperia Red Blend,2016.0,4.3,184,Castilla,36.111307180686,-15.5859786,-72.3617354
1390,Clos d'Agon,Tinto,2015.0,4.3,184,Cataluna,56.92,41.8523094,1.5745043
